Family	Count	Hits	TotMarkerLength
492333460|WP_005812773_1|JMZX02000114_1|1|1|nimE|nimE|nitroimidazole_reductase|nitroimidazole_resistance_protein_NimE	0.0	0	65
492333575|WP_005812825_1|KJ816753_1|1|1|nimJ|nimJ|nitroimidazole_reductase|nitroimidazole_resistance_protein_NimJ	0.0	0	28
492333911|WP_005813024_1|AP008230_1|1|1|vanW-I|vanW-I|re-structuring_of_the_cell_wall|glycopeptide_resistance_accessory_protein_VanW	0.0	0	247
492543859|WP_005880220_1|AJ584701_2|1|1|aac(6_)-Iih|aac(6_)_Entco|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6_)-Iih	0.0	1	80
492896975|WP_006027381_1|JH692064_1|1|1|penI_Bp|penI_Bp|hydrolase|PenI_family_class_A_extended-spectrum_beta-lactamase	0.0	0	102
493180650|WP_006178946_1|AF492446_1|1|1|CMY2-MIR-ACT-EC|CMY2-MIR-ACT-EC|hydrolase|CMY2_MIR_ACT_EC_family_class_c_beta-lactamase	0.0	0	102
493328354|WP_006285581_1|AF155139_2|1|1|vanR-F|vanR-F|re-structuring_of_the_cell_wall|VanF-type_vancomycin_resistance_DNA-binding_response_regulator_VanR	0.0	0	12
493328355|WP_006285582_1|AF155139_2|1|1|vanS-F|vanS-F|re-structuring_of_the_cell_wall|VanF-type_vancomycin_resistance_histidine_kinase_VanS	0.0	0	67
493328357|WP_006285584_1|AF155139_2|1|1|vanY-F|vanY-F|re-structuring_of_the_cell_wall|D-Ala-D-Ala_carboxypeptidase_VanY-F	0.0	0	22
493328358|WP_006285585_1|AF155139_2|1|1|vanZ-F|vanZ-F|re-structuring_of_the_cell_wall|glycopeptide_resistance_protein_VanZ-F	0.0	0	45
493328359|WP_006285586_1|AF155139_2|1|1|vanH-E|vanH-E|re-structuring_of_the_cell_wall|D-lactate_dehydrogenase_VanH-E	0.0	0	102
493328360|WP_006285587_1|AF155139_2|1|1|vanF|vanF|re-structuring_of_the_cell_wall|D-alanine--(R)-lactate_ligase_VanF	0.0	0	13
493328362|WP_006285588_1|AF155139_2|1|1|vanX-E|vanX-E|re-structuring_of_the_cell_wall|D-Ala-D-Ala_dipeptidase_VanX-E	0.0	0	30
493486205|WP_006440994_1|AB054982_1|1|1|tetA(P)|tetA(P)|efflux|tetracycline_efflux_MFS_transporter_TetA(P)	0.0	0	45
493796269|WP_006744283_1|AJ514254_1|1|1|tet(36)|tet(36)|target_protection|tetracycline_resistance_ribosomal_protection_protein_Tet(36)	0.0	19	300
493797477|WP_006745469_1|AF319779_2|1|1|erm(35)|erm(35)|target_modification|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(35)	0.0	0	143
494496960|WP_007286427_1|L22689_1|1|1|erm(Q)|erm(Q)|target_modification|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(Q)	0.0	0	245
494962766|WP_007688792_1|CP013070_1|1|1|blaSGM-3|blaSGM|hydrolase|class_A_beta-lactamase_SGM-3	0.0	0	9
494982315|WP_007708339_1|AJVL01000026_1|1|1|blaSGM-5|blaSGM|hydrolase|class_A_beta-lactamase_SGM-5	0.0	0	44
496358368|WP_009067544_1|GG657742_1|1|1|aac(6_)_Strep|aac(6_)_Strep|acetyltransferase|aminoglycoside_6_-N-acetyltransferase	0.0	0	52
497507277|WP_009821475_1|AAQG01000013_1|1|1|blaSGM-1|blaSGM|hydrolase|class_A_extended-spectrum_beta-lactamase_SGM-1	0.0	0	49
497574828|WP_009889012_1|AM180355_1|1|1|vanZ1|vanZ1|re-structuring_of_the_cell_wall|glycopeptide_resistance_protein_VanZ1	0.0	0	147
497636207|WP_009950391_1|X51891_1|1|1|erm(E)|erm(E)|target_modification|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(E)	0.34117707968966876	1	8
497794633|WP_010108817_1|CP008727_1|1|1|penI_Bp|penI_Bp|hydrolase|PenI_family_class_A_extended-spectrum_beta-lactamase	0.0	0	56
498180014|WP_010494170_1|AFHW01000027_1|1|1|fos_related|fos_related|thiol_transferase|Fos_family_putative_thiol_transferase	0.0	0	80
498359705|WP_010673861_1|JX173956_1|1|1|blaMOX-8|blaMOX|hydrolase|CMY-1_MOX_family_class_C_beta-lactamase_MOX-8	5.117656195345024	2	33
498396896|WP_010710386_1|AIIS01000002_1|1|1|dfrE|dfrE|insensitivity|trimethoprim-resistant_dihydrofolate_reductase_DfrE	0.0	0	104
498410990|WP_010720790_1|AJ584700_2|1|1|aac(6_)-Iid|aac(6_)_Entco|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6_)-Iid	0.0	0	46
498423212|WP_010730188_1|AE016833_1|1|1|qacZ|qacZ|efflux|quaternary_ammonium_compound_efflux_SMR_transporter_QacH	0.0	0	77
498430382|WP_010736157_1|AJAH01000025_1|1|1|aacA-ENT4|aacA-ENT4|acetyltransferase|aminoglycoside_6_-N-acetyltransferase	0.0	0	22
498444835|WP_010750427_1|AJAN01000013_1|1|1|aac(6_)_Entco|aac(6_)_Entco|acetyltransferase|aminoglycoside_6_-N-acetyltransferase	0.0	0	34
498447238|WP_010752789_1|AJAP01000004_1|1|1|aac(6_)_Entco|aac(6_)_Entco|acetyltransferase|aminoglycoside_6_-N-acetyltransferase	0.0	0	151
498462935|WP_010768325_1|AJAT01000014_1|1|1|aac(6_)_Entco|aac(6_)_Entco|acetyltransferase|aminoglycoside_6_-N-acetyltransferase	0.0	0	89
499192604|WP_010890144_1|X72585_1|1|1|dfrB3|dfrB|insensitivity|trimethoprim-resistant_dihydrofolate_reductase_DfrB3	0.44891721011798513	1	14
499192605|WP_010890145_1|U67194_4|1|1|qacE|qacE|efflux|quaternary_ammonium_compound_efflux_SMR_transporter_QacE	15.746634447215461	8	34
499193545|WP_010891085_1|Z48231_1|1|1|aph(3_)-Id|aph(3_)-Id|phosphotransferase|aminoglycoside_O-phosphotransferase_APH(3_)-Id	0.0	0	218
499193546|WP_010891086_1|Z48231_1|1|1|sat3|sat3|acetyltransferase|streptothricin_N-acetyltransferase_Sat3	0.0	0	160
499199019|WP_010896559_1|AB024564_1|1|1|erm(K)|erm(K)|target_modification|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(K)	0.0	0	141
499211414|WP_010908954_1|FM211192_1|1|1|aac(2_)-Ie|aac(2_)-Ie|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(2_)-Ie	0.0	0	24
499280578|WP_010973639_1|AF090987_1|1|1|tet(30)|tet(30)|efflux|tetracycline_efflux_MFS_transporter_Tet(30)	0.0	0	27
499281054|WP_010974114_1|M58472_1|1|1|catB1|catB1|acetyltransferase|type_B-1_chloramphenicol_O-acetyltransferase_CatB1	0.0	0	33
499291057|WP_010982315_1|BA000030_4|1|1|cpt|cpt|phosphotransferase|chloramphenicol_phosphotransferase_CPT	0.0	0	102
499298665|WP_010989615_1|AL591977_1|1|1|lmo0919_fam|lmo0919_fam|target_protection|lincomycin_resistance_ABC-F_type_ribosomal_protection_protein	0.0	0	88
499298839|WP_010989789_1|AL591981_1|1|1|fosX|fosX|thiol_transferase|fosfomycin_resistance_thiol_transferase_FosX	0.0	0	34
499322789|WP_011013281_1|AY027589_1|1|1|blaNPS-1|blaNPS|hydrolase|oxacillin-hydrolyzing_class_D_beta-lactamase_NPS-1	7.6764842930175465	82	102
499327877|WP_011018369_1|AY082384_1|1|1|erm(B)|erm(B)|target_modification|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(B)	0.0	2	101
499339399|WP_011029107_1|AL939117_1|1|1|vanJ|vanJ|re-structuring_of_the_cell_wall|teicoplanin_resistance_protein_VanJ	0.0	0	102
499339400|WP_011029108_1|AL939117_1|1|1|vanK-Sc|vanK-Sc||peptidoglycan_bridge_formation_peptidyltransferase_VanK-Sc	0.0	0	24
499339401|WP_011029109_1|AL939117_1|1|1|vanH-Sc|vanH-Sc|re-structuring_of_the_cell_wall|D-lactate_dehydrogenase_VanH-Sc	0.0	0	54
499339402|WP_011029110_1|AL939117_1|1|1|vanA-Sc|vanA-Sc|re-structuring_of_the_cell_wall|D-alanine--(R)-lactate_ligase_VanA-Sc	0.0	0	102
499339403|WP_011029111_1|AL939117_1|1|1|vanX-Sc|vanX-Sc|re-structuring_of_the_cell_wall|D-Ala-D-Ala_dipeptidase_VanX-Sc	0.0	0	20
499365134|WP_011053164_1|AY453161_1|1|1|bla1|bla1|hydrolase|class_A_beta-lactamase_Bla1	0.0	0	28
499383558|WP_011071128_1|AY500137_1|1|1|blaOXA-54|blaOXA-48_like|hydrolase|OXA-48_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-54	0.0	0	29
499401503|WP_011088970_1|BA000040_2|1|1|blaBJP-1|blaBJP|hydrolase|subclass_B3_metallo-beta-lactamase_BJP-1	0.0	0	30
499406915|WP_011094382_1|BX950851_1|1|1|blaCAR-1|bla-B3-CAR|hydrolase|subclass_B3_metallo-beta-lactamase_CAR-1	0.0	0	64
499413283|WP_011100750_1|AJ512814_1|1|1|qacJ|qacJ|efflux|quaternary_ammonium_compound_efflux_SMR_transporter_QacJ	0.0	0	91
499413378|WP_011100845_1|AJ488494_2|1|1|erm(T)|erm(T)|target_modification|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(T)	0.0	0	68
499425581|WP_011113045_1|AY232670_1|1|1|catB2|catB2|acetyltransferase|type_B-2_chloramphenicol_O-acetyltransferase_CatB2	0.0	0	19
499429505|WP_011116969_1|U21300_1|1|1|tetAB_A|tetAB_A||tetracycline_efflux_ABC_transporter_TetAB_subunit_A	0.0	0	110
499429506|WP_011116970_1|U21300_1|1|1|tetAB_B|tetAB_B|efflux|tetracycline_efflux_ABC_transporter_TetAB_subunit_B	0.0	0	78
499446083|WP_011133547_1|AJ579365_1|1|1|lsa(B)|lsa(B)|target_protection|ABC-F_type_ribosomal_protection_protein_Lsa(B)	0.0	0	32
499446086|WP_011133550_1|AJ313523_1|1|1|erm(33)|erm(33)|target_modification|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(33)	0.0	0	33
499519170|WP_011205810_1|LLTF01000079_1|1|1|aph(3_)-Ib|aph(3_)-Ib|phosphotransferase|aminoglycoside_O-phosphotransferase_APH(3_)-Ib	0.0	0	15
499523431|WP_011210071_1|AP006618_1|1|1|rox|rox||rifampin_monooxygenase_Rox	0.0	0	72
499534615|WP_011215574_1|CR628337_1|1|1|aph(9)-Ia|aph(9)-Ia|phosphotransferase|aminoglycoside_O-phosphotransferase_APH(9)-Ia	0.0	0	24
499541269|WP_011222052_1|AJ698325_1|1|1|blaTLA-2|blaTLA2|hydrolase|class_A_extended-spectrum_beta-lactamase_TLA-2	0.0	3	225
499565146|WP_011245929_1|AP006627_1|1|1|clbB|clbB|target_modification|23S_rRNA_(adenine(2503)-C(8))-methyltransferase_ClbB	0.0	0	172
499583299|WP_011264082_1|AJ884726_1|1|1|aadA14|ant(3__)-Ia|nucleotidyltransferase|ANT(3__)-Ia_family_aminoglycoside_nucleotidyltransferase_AadA14	0.0	0	84
499589362|WP_011270145_1|AJ877041_1|1|1|sul2|sul2|insensitivity|sulfonamide-resistant_dihydropteroate_synthase_Sul2	0.0	0	59
499589365|WP_011270148_1|AJ877225_1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	0.0	0	8
499623063|WP_011303797_1|AP008934_1|1|1|fusD|fusD|target_protection|FusD_family_fusidic_acid_resistance_EF-G-binding_protein	0.0	0	90
499658847|WP_011339581_1|CP000144_2|1|1|blaRHO|blaRHO|hydrolase|RHO_family_class_C_beta-lactamase	0.0	0	107
499662210|WP_011342944_1|AJ863570_1|1|1|SMR_qac_pB8|SMR_qac_pB8|efflux|Qac-pB8_family_quaternary_ammonium_compound_efflux_SMR_transporter	0.0	1	72
499701410|WP_011382144_1|AM159501_1|1|1|erm(C)|erm(C)|target_modification|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(C)	0.0	0	33
499780569|WP_011461303_1|AP008230_1|1|1|vanR-I|vanR-I|re-structuring_of_the_cell_wall|VanI-type_vancomycin_resistance_DNA-binding_response_regulator_VanR	0.0	0	10
499780572|WP_011461306_1|AP008230_1|1|1|vanK-I|vanK-I||peptidoglycan_bridge_formation_peptidyltransferase_VanK-I	0.0	0	253
499787584|WP_011468318_1|CP000282_1|1|1|aac(3)-Ig|aac(3)-I|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-Ig	0.0	0	58
499816841|WP_011497575_1|CP000302_1|1|1|blaSHN-1|blaSHN|hydrolase|subclass_B1_metallo-beta-lactamase_SHN-1	0.0	0	215
499845527|WP_011526261_1|AM180252_1|1|1|tet(W)|tet(W)|target_protection|tetracycline_resistance_ribosomal_protection_protein_Tet(W)	0.0	0	34
499860203|WP_011540937_1|CP000356_1|1|1|aac(3)-Ii|aac(3)-I|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-Ii	0.0	0	66
499869831|WP_011550565_1|FNOH01000012_1|1|1|blaMYX-1|blaMYX|hydrolase|subclass_B1_metallo-beta-lactamase_MYX-1	0.0	0	88
499919896|WP_011600630_1|AM261282_1|1|1|aadA11|aadA11|nucleotidyltransferase|ANT(3__)-Ia_family_aminoglycoside_nucleotidyltransferase_AadA11	0.0	0	34
500046224|WP_011726942_1|U72743_1|1|1|aac(2_)-Id|aac(2_)-Id|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(2_)-Id	0.0	0	68
500047791|WP_011728509_1|AY332268_1|1|1|blaS|blaS|hydrolase|class_A_beta-lactamase	0.0	0	55
500048725|WP_011729443_1|CP000480_1|1|1|blaE|blaE|hydrolase|class_C_beta-lactamase	0.0	0	171
500073597|WP_011749610_1|CP000490_1|1|1|aac(3)-Ih|aac(3)-I|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-Ih	0.0	0	68
500140296|WP_011816299_1|AM286415_1|1|1|blaA_Yent|blaA_Yent|hydrolase|class_A_beta-lactamase_BlaA	0.0	0	33
500187918|WP_011861275_1|CP011847_1|1|1|vanS-Cd|vanS-Cd|re-structuring_of_the_cell_wall|VanG-Cd-type_vancomycin_resistance_histidine_kinase_VanS	0.0	0	95
500187919|WP_011861276_1|MOTD01000025_1|1|1|vanG-Cd|vanG-Cd|re-structuring_of_the_cell_wall|D-alanine--D-serine_ligase_VanG-Cd	0.0	0	61
500199642|WP_011872849_1|CP000602_1|1|1|dfrI|dfrI|insensitivity|trimethoprim-resistant_dihydrofolate_reductase_DfrI	0.0	0	94
500229186|WP_011899270_1|DQ366299_1|1|1|tet(E)|tet(E)|efflux|tetracycline_efflux_MFS_transporter_Tet(E)	0.0	0	18
500246546|WP_011906899_1|CP000677_1|1|1|estDL136|estDL136||chloramphenicol_hydrolase	0.0	0	8
500752539|WP_011987126_1|AM412317_1|1|1|cfr-Cb|cfr-Cb|target_modification|Cfr_family_23S_rRNA_(adenine(2503)-C(8))-methyltransferase	0.0	0	31
500935964|WP_012025466_1|AY028464_1|1|1|blaJOHN-1|blaJOHN|hydrolase|subclass_B1_metallo-beta-lactamase_JOHN-1	0.0	0	15
501051336|WP_012102963_1|CP000673_1|1|1|mef(A)|mef(A)|efflux|macrolide_efflux_MFS_transporter_Mef(A)	0.0	0	33
501065687|WP_012116915_1|CP006845_1|1|1|clbA|clbA|target_modification|23S_rRNA_(adenine(2503)-C(8))-methyltransferase_ClbA	0.0	0	70
501095925|WP_012145975_1|CP000826_1|1|1|blaSPR-1|blaSPR|hydrolase|putative_metallo-beta-lactamase_SPR-1	0.0	0	111
501218310|WP_012261328_1|CP000903_1|1|1|BcII|BcII|hydrolase|BcII_family_subclass_B1_metallo-beta-lactamase	0.0	0	9
501247083|WP_012290101_1|EF605268_1|1|1|tet(L)|tet(L)|efflux|tetracycline_efflux_MFS_transporter_Tet(L)	0.0	0	34
501346047|WP_012377682_1|AB028210_1|1|1|aac(3)-Xa|aac(3)-Xa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-Xa	0.0	0	102
501454150|WP_012477595_1|EU159120_1|1|1|blaLAP-2|blaLAP|hydrolase|class_A_beta-lactamase_LAP-2	0.0	0	136
501454800|WP_012478245_1|L20800_1|1|1|tetB(P)|tetB(P)|target_protection|tetracycline_resistance_ribosomal_protection_protein_TetB(P)	0.0	0	175
501456554|WP_012479999_1|AM743169_1|1|1|aph(3_)-IIc|aph(3_)-IIc|phosphotransferase|aminoglycoside_O-phosphotransferase_APH(3_)-IIc	0.0	0	10
501457566|WP_012481011_1|AB971834_1|1|1|aac(6_)-Iz|aac(6_)-Iz|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6_)-Iz	0.0	0	33
501531240|WP_012537714_1|DQ485530_1|1|1|qnrS2|qnrS|target_protection|quinolone_resistance_pentapeptide_repeat_protein_QnrS2	0.0	0	34
501545671|WP_012550237_1|FM178379_1|1|1|qnrAS|qnrAS|target_protection|QnrAS_family_quinolone_resistance_pentapeptide_repeat_protein	0.0	0	69
501846383|WP_012655884_1|AP009486_1|1|2|aac(6_)-Ie|aac(6_)-Ie|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6_)-Ie	4.549027729195584	13	88
502019209|WP_012695484_1|AF162771_1|1|1|aac(6_)-IIc|aac(6_)-IIc|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6_)-IIc	0.0	0	14
502019214|WP_012695485_1|EU855787_1|1|1|aac(3)-II|aac(3)-II|acetyltransferase|AAC(3)-II_family_aminoglycoside_N-acetyltransferase	0.0	0	33
502019216|WP_012695486_1|GU067641_1|1|1|arr-269927220|arr-269927220|ADP-ribosyltransferase|NAD(+)--rifampin_ADP-ribosyltransferase	0.0	0	70
502039696|WP_012704143_1|KP718480_1|1|1|blaCBP-1|blaCBP|hydrolase|penicillin-hydrolyzing_class_A_beta-lactamase_CBP-1	0.0	0	160
502069582|WP_012705551_1|KP718481_1|1|1|blaR1_gen|blaR1_gen|regulation|BlaR1_family_beta-lactam_sensor_signal_transducer	0.0	0	300
502413919|WP_012779620_1|FN377602_2|1|1|vga(C)|vga(C)|target_protection|ABC-F_type_ribosomal_protection_protein_Vga(C)	0.0	0	221
502901973|WP_013136949_1|M86913_1|1|1|aac(6_)-Ia|aac(6_)-Ia|acetyltransferase|aminoglycoside_6_-N-acetyltransferase_AAC(6_)-Ia	0.0	3	92
503020413|WP_013255389_1|CP002116_1|1|1|blaSPS-1|blaSPS|hydrolase|subclass_B1_metallo-beta-lactamase_SPS-1	0.0	0	266
503612518|WP_013846594_1|CP002798_1|1|1|blaSGM-4|blaSGM|hydrolase|class_A_beta-lactamase_SGM-4	0.0	0	28
503758107|WP_013992183_1|FP476056_1|1|1|blaZOG-1|blaZOG|hydrolase|subclass_B1_metallo-beta-lactamase_ZOG-1	0.0	0	163
503819569|WP_014053563_1|JF268688_1|1|1|blaOXA-209|blaOXA|hydrolase|class_D_beta-lactamase_OXA-209	0.0	0	62
504091831|WP_014325825_1|FR734406_1|1|1|erm(42)|erm(42)|target_modification|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(42)	0.0	0	258
504199701|WP_014386803_1|AB571865_1|1|1|mph(G)|mph(G)|phosphotransferase|Mph(G)_family_macrolide_2_-phosphotransferase	4.264713496120859	70	103
504199702|WP_014386804_1|AB571865_1|1|1|mef(C)|mef(C)|efflux|macrolide_efflux_MFS_transporter_Mef(C)	4.489172101179851	118	292
504527029|WP_014714131_1|CP003505_2|1|1|fosI|fosX_gen|thiol_transferase|fosfomycin_resistance_thiol_transferase_FosI	0.0	0	16
504652878|WP_014839980_1|AB522970_2|1|1|fosA3|fosA-299782351|thiol_transferase|fosfomycin_resistance_glutathione_transferase_FosA3	0.0	0	34
504657974|WP_014845076_1|AJ400619_1|1|1|blaOXA-29|blaOXA-PR|hydrolase|oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-29	0.0	0	44
504695109|WP_014882211_1|KX192171_1|1|1|blaACT-52|blaACT|hydrolase|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-52	0.0	0	33
504871942|WP_015059044_1|GQ337064_1|1|1|aac(6_)-33|aac(6_)_Ia_fam|acetyltransferase|aminoglycoside_6_-N-acetyltransferase_AAC(6_)-33	0.0	0	102
504872863|WP_015059965_1|HE611647_1|1|1|apmA|apmA|acetyltransferase|aminocyclitol_acetyltransferase_ApmA	0.0	0	206
504872883|WP_015059985_1|FN396877_1|1|1|ere(A)|ere(A)|esterase|EreA_family_erythromycin_esterase	0.0	0	10
504873598|WP_015060700_1|AF234999_1|1|1|blaBES-1|blaBES|hydrolase|class_A_extended_spectrum_beta-lactamase_BES-1	0.0	0	154
505079325|WP_015266427_1|CP003346_1|1|1|blaECV-1|blaECV|hydrolase|subclass_B1_metallo-beta-lactamase_ECV-1	0.0	0	176
505158115|WP_015345217_1|AF462611_1|1|1|erm(36)|erm(36)|target_modification|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(36)	0.0	0	164
505158458|WP_015345560_1|KP265721_1|1|1|ere(D)|ere(D)||EreD_family_erythromycin_esterase	8.645115891026746	274	300
505385954|WP_015573056_1|AJ295238_3|1|1|tet(32)|tet(32)|target_protection|tetracycline_resistance_ribosomal_protection_protein_Tet(32)	0.0	0	33
505398864|WP_015585966_1|AJ549214_1|1|1|fexA|fexA|efflux|chloramphenicol_florfenicol_efflux_MFS_transporter_FexA	0.0	0	193
505445294|WP_015632396_1|JQ808129_1|1|1|rmtF1|rmtF|target_modification|16S_rRNA_(guanine(1405)-N(7))-methyltransferase_RmtF1	0.799633780522661	14	143
505722318|WP_015684602_1|AP012279_1|1|1|blaBJP|blaBJP|hydrolase|BJP_family_subclass_B3_metallo-beta-lactamase	0.0	0	13
506215850|WP_015735625_1|CP001793_1|1|1|cipA|cipA|target_modification|23S_rRNA_(adenine(2503)-C(8))-methyltransferase_CipA	0.0	0	99
506220675|WP_015740450_1|JBFF01000013_1|1|1|qacG|qacG|efflux|quaternary_ammonium_compound_efflux_SMR_transporter_QacG	0.0	0	91
506221599|WP_015741374_1|FN543093_2|1|1|fos-Crono|fos-Crono|thiol_transferase|FosA_family_fosfomycin_resistance_glutathione_transferase	0.0	0	35
506299221|WP_015818996_1|CP001614_2|1|1|blaTTU-1|blaTTU|hydrolase|subclass_B1_metallo-beta-lactamase_TTU-1	0.0	0	139
506340524|WP_015860243_1|AP010904_1|1|1|fosX_gen|fosX_gen|thiol_transferase|FosX_FosE_FosI_family_fosfomycin_resistance_thiol_transferase	0.0	0	119
506373024|WP_015892743_1|AP008955_1|1|1|clbC|clbC|target_modification|23S_rRNA_(adenine(2503)-C(8))-methyltransferase_ClbC	0.0	0	71
506423861|WP_015943580_1|CP001336_1|1|1|vanX-I|vanX-I|re-structuring_of_the_cell_wall|D-Ala-D-Ala_dipeptidase_VanX-I	0.0	0	102
506987367|WP_016078774_1|AHEL01000071_1|1|1|mph(B)|mph(B)|phosphotransferase|Mph(B)_family_macrolide_2_-phosphotransferase	0.0	0	102
507067567|WP_016138346_1|APQJ01000007_1|1|1|blaOXA-269|blaOXA-213_like|hydrolase|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-269	0.0	0	35
507098172|WP_016168805_1|AQFM01000048_1|1|1|blaOXA-664|blaOXA|hydrolase|carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-664	0.0	0	38
510798120|WP_016172918_1|AHYR01000006_1|1|1|aac(6_)_Entco|aac(6_)_Entco|acetyltransferase|aminoglycoside_6_-N-acetyltransferase	0.0	0	123
511264167|WP_016331865_1|HQ679900_1|1|1|vanAo2|vanAo2|re-structuring_of_the_cell_wall|D-alanine--(R)-lactate_ligase_VanA-Ao2	0.0	0	100
514436779|WP_016575755_1|AB116646_1|1|1|aac(6_)-Isa|aac(6_)_Strep|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6_)-Isa	0.0	0	102
514968239|WP_016656536_1|ATGI01000028_1|1|1|aph(3_)-VIII|aph(3_)-VIII|phosphotransferase|aminoglycoside_O-phosphotransferase_APH(3_)-VIII	0.0	0	214
514969359|WP_016657654_1|ATGI01000038_1|1|1|blaOXA-665|blaOXA|hydrolase|carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-665	0.0	0	105
514971824|WP_016660101_1|ATGG01000004_1|1|1|blaOXA-671|blaOXA-286_like|hydrolase|OXA-286_family_class_D_beta-lactamase_OXA-671	0.0	0	102
517010483|WP_018211347_1|AQZD01000005_1|1|1|vanI|vanI|re-structuring_of_the_cell_wall|D-alanine--(R)-lactate_ligase_VanI	0.0	0	30
518484846|WP_019655053_1|KB907453_1|1|1|aac(6_)-set_A|aac(6_)-set_A|acetyltransferase|aminoglycoside_6_-N-acetyltransferase	0.0	0	11
518557037|WP_019727244_1|DQ914960_2|1|1|sul1|sul1|insensitivity|sulfonamide-resistant_dihydropteroate_synthase_Sul1	49.04420520538988	283	38
526475188|WP_020848173_1|JAIV01000087_1|1|1|blaOXA-491|blaOXA|hydrolase|class_D_beta-lactamase_OXA-491	0.0	0	139
529016727|WP_020924773_1|MF767301_1|1|1|blaAXC-1|blaAXC|hydrolase|carbapenem-hydrolyzing_class_A_beta-lactamase_AXC-1	0.0	0	146
544848437|WP_021263608_1|AM260957_1|1|1|mph(F)|mph(F)|phosphotransferase|Mph(F)_family_macrolide_2_-phosphotransferase	8.529426992241717	43	260
544872636|WP_021285909_1|KC895984_1|1|1|spd|spd|nucleotidyltransferase|ANT(9)_family_aminoglycoside_nucleotidyltransferase_Spd	0.0	0	240
545014760|WP_021401024_1|AF016483_1|1|1|aph(2__)-IVa|aph(2__)-IVa|phosphotransferase|aminoglycoside_O-phosphotransferase_APH(2__)-IVa	0.0	0	41
545044099|WP_021418922_1|AY271782_1|1|1|vanT-G|vanT-G|re-structuring_of_the_cell_wall|membrane-bound_serine_racemase_VanT-G	0.0	0	55
545044103|WP_021418926_1|DQ212986_1|1|1|vanY-G1|vanY-G1|re-structuring_of_the_cell_wall|D-Ala-D-Ala_carboxypeptidase_VanY-G1	0.0	0	102
545044104|WP_021418927_1|AY271782_1|1|1|vanS-G|vanS-G|re-structuring_of_the_cell_wall|VanG-type_vancomycin_resistance_histidine_kinase_VanS	0.0	0	148
545044105|WP_021418928_1|AY271782_1|1|1|vanR-G|vanR-G|re-structuring_of_the_cell_wall|VanG-type_vancomycin_resistance_DNA-binding_response_regulator_VanR	0.0	0	34
545044106|WP_021418929_1|AY271782_1|1|1|vanU-G|vanU-G|re-structuring_of_the_cell_wall|glycopeptide_resistance_transcriptional_regulator_VanU	0.0	0	75
545049956|WP_021424053_1|AY701528_1|1|1|aph(2__)-If|aph(2__)-If|phosphotransferase|aminoglycoside_O-phosphotransferase_APH(2__)-If	0.0	0	33
545309555|WP_021588763_1|AWEY01000007_1|1|1|nimI|nimI|nitroimidazole_reductase|nitroimidazole_resistance_protein_NimI	0.0	0	56
547452244|WP_022071788_1|FJ589781_1|1|1|lnu(P)|lnu(P)|nucleotidyltransferase|lincosamide_nucleotidyltransferase_Lnu(P)	0.0	0	122
552937058|WP_023042297_1|AY489045_1|1|1|vanS-D|vanS-D|re-structuring_of_the_cell_wall|VanD-type_vancomycin_resistance_histidine_kinase_VanS	0.0	0	34
552937070|WP_023042300_1|AY489045_1|1|1|vanD|vanD|re-structuring_of_the_cell_wall|D-alanine--(R)-lactate_ligase_VanD	0.0	0	102
552942230|WP_023043158_1|AB242319_1|1|1|vanX-D|vanX-D|re-structuring_of_the_cell_wall|D-Ala-D-Ala_dipeptidase_VanX-D	0.0	0	13
